,year,Country,received,donated,total
1123,2003,Sweden,0.0,109071656.0,109071656.0
1105,2003,Australia,0.0,94571888.0,94571888.0
1107,2003,Belgium,0.0,58875247.0,58875247.0
1106,2003,Austria,0.0,57940744.0,57940744.0
1109,2003,Denmark,0.0,57028037.0,57028037.0
1120,2003,Norway,0.0,38448603.0,38448603.0
1114,2003,Ireland,0.0,27083746.0,27083746.0
1110,2003,Finland,0.0,19462895.0,19462895.0
1113,2003,Greece,0.0,9823209.0,9823209.0
1119,2003,New Zealand,0.0,5429394.0,5429394.0
1121,2003,Portugal,0.0,1051124.0,1051124.0
1117,2003,Luxembourg,0.0,830472.0,830472.0
1116,2003,Liechtenstein,0.0,544967.0,544967.0
1097,2002,Japan,0.0,2561928262.0,2561928262.0
1094,2002,Germany,0.0,744664103.0,744664103.0
1104,2002,United Kingdom,0.0,650113998.0,650113998.0
1093,2002,France,0.0,534709591.0,534709591.0
1098,2002,Netherlands,0.0,452558367.0,452558367.0
1091,2002,Denmark,0.0,91324907.0,91324907.0
1102,2002,Spain,0.0,76217540.0,76217540.0
1100,2002,Norway,0.0,73856084.0,73856084.0
1090,2002,Belgium,0.0,63495593.0,63495593.0
1103,2002,Sweden,0.0,48750953.0,48750953.0
1092,2002,Finland,0.0,35865984.0,35865984.0
1096,2002,Italy,0.0,31576918.0,31576918.0
1101,2002,Portugal,0.0,7394633.0,7394633.0
1099,2002,New Zealand,0.0,3965321.0,3965321.0
1095,2002,Greece,0.0,3051811.0,3051811.0
1089,2001,United States,0.0,4136147099.0,4136147099.0
1079,2001,Japan,0.0,1017504389.0,1017504389.0
1077,2001,Germany,0.0,891724108.0,891724108.0
1088,2001,United Kingdom,0.0,687651442.0,687651442.0
1076,2001,France,0.0,621418995.0,621418995.0
1082,2001,Netherlands,0.0,416890876.0,416890876.0
1073,2001,Canada,0.0,349119993.0,349119993.0
1083,2001,Norway,0.0,209376138.0,209376138.0
1071,2001,Australia,0.0,99427776.0,99427776.0
1086,2001,Sweden,0.0,95729319.0,95729319.0
1087,2001,Switzerland,0.0,93682742.0,93682742.0
1074,2001,Denmark,0.0,77063923.0,77063923.0
1085,2001,Spain,0.0,71240556.0,71240556.0
1078,2001,Italy,0.0,61884442.0,61884442.0
1072,2001,Belgium,0.0,31859079.0,31859079.0
1075,2001,Finland,0.0,17586870.0,17586870.0
1081,2001,Luxembourg,0.0,4867259.0,4867259.0
1084,2001,Portugal,0.0,4477740.0,4477740.0
1080,2001,Liechtenstein,0.0,264468.0,264468.0
1070,2000,United States,0.0,6008166308.0,6008166308.0
1062,2000,Japan,0.0,1310812373.0,1310812373.0
1069,2000,United Kingdom,0.0,725259608.0,725259608.0
1060,2000,France,0.0,526519855.0,526519855.0
1057,2000,Canada,0.0,356912625.0,356912625.0
1061,2000,Germany,0.0,350983095.0,350983095.0
1065,2000,Norway,0.0,127714893.0,127714893.0
1054,2000,Australia,0.0,115957719.0,115957719.0
1064,2000,Netherlands,0.0,106331706.0,106331706.0
1068,2000,Sweden,0.0,68464897.0,68464897.0
1067,2000,Spain,0.0,59684269.0,59684269.0
1055,2000,Austria,0.0,41623882.0,41623882.0
1058,2000,Denmark,0.0,37463179.0,37463179.0
1056,2000,Belgium,0.0,32342289.0,32342289.0
1059,2000,Finland,0.0,23911436.0,23911436.0
1066,2000,Portugal,0.0,2738129.0,2738129.0
1063,2000,Liechtenstein,0.0,380208.0,380208.0
1053,1999,United States,0.0,7962084321.0,7962084321.0
1052,1999,United Kingdom,0.0,847273116.0,847273116.0
1044,1999,Germany,0.0,530422355.0,530422355.0
1040,1999,Canada,0.0,434102951.0,434102951.0
1043,1999,France,0.0,195502185.0,195502185.0
1050,1999,Sweden,0.0,121378837.0,121378837.0
1051,1999,Switzerland,0.0,104482040.0,104482040.0
1047,1999,Norway,0.0,92238378.0,92238378.0
1037,1999,Australia,0.0,87775767.0,87775767.0
1049,1999,Spain,0.0,79380361.0,79380361.0
1041,1999,Denmark,0.0,75309242.0,75309242.0
1046,1999,Netherlands,0.0,55292716.0,55292716.0
1039,1999,Belgium,0.0,30505209.0,30505209.0
1038,1999,Austria,0.0,27735866.0,27735866.0
1045,1999,Italy,0.0,23505452.0,23505452.0
1042,1999,Finland,0.0,17111953.0,17111953.0
1048,1999,Portugal,0.0,2099809.0,2099809.0
1027,1998,Japan,0.0,4486462107.0,4486462107.0
1036,1998,United States,0.0,2460766389.0,2460766389.0
1035,1998,United Kingdom,0.0,703712023.0,703712023.0
1021,1998,Canada,0.0,385748294.0,385748294.0
1025,1998,Germany,0.0,323280491.0,323280491.0
1024,1998,France,0.0,218643543.0,218643543.0
1029,1998,Netherlands,0.0,127981057.0,127981057.0
1033,1998,Sweden,0.0,117646650.0,117646650.0
1034,1998,Switzerland,0.0,70204297.0,70204297.0
1030,1998,Norway,0.0,57457846.0,57457846.0
1032,1998,Spain,0.0,56295291.0,56295291.0
1020,1998,Belgium,0.0,25116690.0,25116690.0
1026,1998,Italy,0.0,24433295.0,24433295.0
1019,1998,Austria,0.0,17433736.0,17433736.0
1022,1998,Denmark,0.0,15650457.0,15650457.0
1023,1998,Finland,0.0,10099793.0,10099793.0
1031,1998,Portugal,0.0,100751.0,100751.0
1028,1998,Liechtenstein,0.0,98845.0,98845.0
1009,1997,Japan,0.0,10777668538.0,10777668538.0
1018,1997,United States,0.0,3423306503.0,3423306503.0
1007,1997,Germany,0.0,782428714.0,782428714.0
1017,1997,United Kingdom,0.0,734365792.0,734365792.0
1006,1997,France,0.0,181377579.0,181377579.0
1011,1997,Netherlands,0.0,166669840.0,166669840.0
1015,1997,Sweden,0.0,126686840.0,126686840.0
1003,1997,Canada,0.0,114731583.0,114731583.0
1016,1997,Switzerland,0.0,101719058.0,101719058.0
1000,1997,Australia,0.0,99085271.0,99085271.0
1004,1997,Denmark,0.0,79381953.0,79381953.0
1012,1997,Norway,0.0,71998190.0,71998190.0
1014,1997,Spain,0.0,61562728.0,61562728.0
1002,1997,Belgium,0.0,35402467.0,35402467.0
1005,1997,Finland,0.0,28181494.0,28181494.0
1001,1997,Austria,0.0,18810672.0,18810672.0
1008,1997,Italy,0.0,11342151.0,11342151.0
1013,1997,Portugal,0.0,344667.0,344667.0
1010,1997,Liechtenstein,0.0,104054.0,104054.0
999,1996,United States,0.0,4595800488.0,4595800488.0
990,1996,Japan,0.0,3905453074.0,3905453074.0
998,1996,United Kingdom,0.0,934520515.0,934520515.0
988,1996,Germany,0.0,474378180.0,474378180.0
992,1996,Netherlands,0.0,328972856.0,328972856.0
987,1996,France,0.0,310518112.0,310518112.0
985,1996,Denmark,0.0,244013860.0,244013860.0
984,1996,Canada,0.0,240599471.0,240599471.0
996,1996,Sweden,0.0,142391886.0,142391886.0
982,1996,Australia,0.0,80468022.0,80468022.0
993,1996,Norway,0.0,66497399.0,66497399.0
997,1996,Switzerland,0.0,63515858.0,63515858.0
995,1996,Spain,0.0,41887270.0,41887270.0
989,1996,Italy,0.0,26143275.0,26143275.0
983,1996,Belgium,0.0,25987887.0,25987887.0
986,1996,Finland,0.0,20289146.0,20289146.0
994,1996,Portugal,0.0,331133.0,331133.0
991,1996,Liechtenstein,0.0,141858.0,141858.0
981,1995,United States,0.0,3392574370.0,3392574370.0
971,1995,Germany,0.0,3308855279.0,3308855279.0
973,1995,Japan,0.0,2880751774.0,2880751774.0
972,1995,Italy,0.0,1397467126.0,1397467126.0
980,1995,United Kingdom,0.0,385163028.0,385163028.0
974,1995,Netherlands,0.0,284400704.0,284400704.0
978,1995,Sweden,0.0,233739645.0,233739645.0
970,1995,France,0.0,184288339.0,184288339.0
967,1995,Canada,0.0,140853583.0,140853583.0
976,1995,Norway,0.0,73931976.0,73931976.0
968,1995,Denmark,0.0,73451287.0,73451287.0
966,1995,Belgium,0.0,45999593.0,45999593.0
979,1995,Switzerland,0.0,37875588.0,37875588.0
977,1995,Spain,0.0,24737384.0,24737384.0
969,1995,Finland,0.0,20700602.0,20700602.0
965,1995,Austria,0.0,2349112.0,2349112.0
975,1995,New Zealand,0.0,1551034.0,1551034.0
964,1994,United States,0.0,8154319014.0,8154319014.0
956,1994,Japan,0.0,2667081144.0,2667081144.0
955,1994,Germany,0.0,380199578.0,380199578.0
963,1994,United Kingdom,0.0,297003626.0,297003626.0
958,1994,Netherlands,0.0,269718206.0,269718206.0
954,1994,France,0.0,242597753.0,242597753.0
961,1994,Sweden,0.0,171450490.0,171450490.0
959,1994,Norway,0.0,126824955.0,126824955.0
952,1994,Denmark,0.0,110637370.0,110637370.0
951,1994,Canada,0.0,83435990.0,83435990.0
962,1994,Switzerland,0.0,40395940.0,40395940.0
953,1994,Finland,0.0,30027227.0,30027227.0
950,1994,Belgium,0.0,26867841.0,26867841.0
960,1994,Spain,0.0,6797785.0,6797785.0
949,1994,Austria,0.0,496076.0,496076.0
957,1994,Liechtenstein,0.0,86232.0,86232.0
948,1993,United States,0.0,4501838784.0,4501838784.0
940,1993,Japan,0.0,2494054534.0,2494054534.0
939,1993,Germany,0.0,450749201.0,450749201.0
947,1993,United Kingdom,0.0,407941751.0,407941751.0
938,1993,France,0.0,246959806.0,246959806.0
943,1993,Netherlands,0.0,213700000.0,213700000.0
945,1993,Sweden,0.0,117438835.0,117438835.0
935,1993,Belgium,0.0,75567601.0,75567601.0
936,1993,Denmark,0.0,67062860.0,67062860.0
946,1993,Switzerland,0.0,43709522.0,43709522.0
944,1993,Spain,0.0,36693281.0,36693281.0
941,1993,Kuwait,0.0,25461230.0,25461230.0
937,1993,Finland,0.0,15643128.0,15643128.0
942,1993,Liechtenstein,0.0,124845.0,124845.0
934,1992,United States,0.0,11399278504.0,11399278504.0
927,1992,Germany,0.0,8552232648.0,8552232648.0
929,1992,Japan,0.0,2865776832.0,2865776832.0
933,1992,United Kingdom,0.0,1055458482.0,1055458482.0
922,1992,Belgium,0.0,470688315.0,470688315.0
931,1992,Sweden,0.0,272478628.0,272478628.0
930,1992,Netherlands,0.0,269752132.0,269752132.0
926,1992,France,0.0,220827059.0,220827059.0
923,1992,Canada,0.0,203523019.0,203523019.0
928,1992,Italy,0.0,170049742.0,170049742.0
925,1992,Finland,0.0,69776266.0,69776266.0
924,1992,Denmark,0.0,40778102.0,40778102.0
932,1992,Switzerland,0.0,31332667.0,31332667.0
921,1992,Austria,0.0,7690278.0,7690278.0
913,1991,Japan,0.0,4702296751.0,4702296751.0
920,1991,United States,0.0,2887003516.0,2887003516.0
905,1991,Australia,0.0,518306838.0,518306838.0
911,1991,Germany,0.0,323668836.0,323668836.0
919,1991,United Kingdom,0.0,270595943.0,270595943.0
914,1991,Netherlands,0.0,233871628.0,233871628.0
917,1991,Sweden,0.0,173278658.0,173278658.0
918,1991,Switzerland,0.0,157754122.0,157754122.0
912,1991,Italy,0.0,138712028.0,138712028.0
916,1991,Spain,0.0,134873730.0,134873730.0
908,1991,Denmark,0.0,80582842.0,80582842.0
907,1991,Canada,0.0,79132048.0,79132048.0
910,1991,France,0.0,75995551.0,75995551.0
915,1991,Norway,0.0,58788041.0,58788041.0
906,1991,Austria,0.0,43662774.0,43662774.0
909,1991,Finland,0.0,30659992.0,30659992.0
894,1990,Germany,0.0,3382157543.0,3382157543.0
896,1990,Japan,0.0,2604458951.0,2604458951.0
904,1990,United States,0.0,1722305682.0,1722305682.0
893,1990,France,0.0,586988135.0,586988135.0
901,1990,Sweden,0.0,400387605.0,400387605.0
903,1990,United Kingdom,0.0,270402953.0,270402953.0
898,1990,Netherlands,0.0,207980200.0,207980200.0
889,1990,Belgium,0.0,187058124.0,187058124.0
890,1990,Canada,0.0,146349000.0,146349000.0
895,1990,Italy,0.0,136489843.0,136489843.0
902,1990,Switzerland,0.0,123834846.0,123834846.0
887,1990,Australia,0.0,93432068.0,93432068.0
891,1990,Denmark,0.0,58616306.0,58616306.0
900,1990,Spain,0.0,33912950.0,33912950.0
899,1990,Norway,0.0,22442656.0,22442656.0
892,1990,Finland,0.0,4220992.0,4220992.0
888,1990,Austria,0.0,3458667.0,3458667.0
897,1990,Liechtenstein,0.0,299897.0,299897.0
875,1989,Germany,0.0,3020847013.0,3020847013.0
886,1989,United States,0.0,1065107732.0,1065107732.0
883,1989,Sweden,0.0,946284591.0,946284591.0
877,1989,Japan,0.0,582793544.0,582793544.0
880,1989,Netherlands,0.0,472821276.0,472821276.0
874,1989,France,0.0,469783071.0,469783071.0
885,1989,United Kingdom,0.0,269229353.0,269229353.0
871,1989,Belgium,0.0,183930257.0,183930257.0
869,1989,Australia,0.0,163270223.0,163270223.0
872,1989,Denmark,0.0,133430275.0,133430275.0
876,1989,Italy,0.0,112626078.0,112626078.0
882,1989,Spain,0.0,100535177.0,100535177.0
884,1989,Switzerland,0.0,75386666.0,75386666.0
881,1989,Norway,0.0,51903997.0,51903997.0
878,1989,Kuwait,0.0,43493083.0,43493083.0
870,1989,Austria,0.0,18299145.0,18299145.0
873,1989,Finland,0.0,16608550.0,16608550.0
879,1989,Liechtenstein,0.0,11161.0,11161.0
862,1988,Japan,0.0,3320238368.0,3320238368.0
868,1988,United States,0.0,1051167154.0,1051167154.0
860,1988,Germany,0.0,757183394.0,757183394.0
863,1988,Netherlands,0.0,277081548.0,277081548.0
859,1988,France,0.0,274040470.0,274040470.0
865,1988,Sweden,0.0,185535976.0,185535976.0
856,1988,Canada,0.0,149433255.0,149433255.0
857,1988,Denmark,0.0,119577810.0,119577810.0
861,1988,Italy,0.0,116403581.0,116403581.0
867,1988,United Kingdom,0.0,80251575.0,80251575.0
866,1988,Switzerland,0.0,32738889.0,32738889.0
864,1988,Norway,0.0,20840875.0,20840875.0
854,1988,Australia,0.0,1758350.0,1758350.0
858,1988,Finland,0.0,447649.0,447649.0
855,1988,Austria,0.0,400964.0,400964.0
853,1987,United States,0.0,1846214071.0,1846214071.0
852,1987,United Kingdom,0.0,829894066.0,829894066.0
845,1987,Germany,0.0,788040730.0,788040730.0
847,1987,Netherlands,0.0,573020364.0,573020364.0
841,1987,Canada,0.0,331152346.0,331152346.0
846,1987,Italy,0.0,282071099.0,282071099.0
844,1987,France,0.0,254311333.0,254311333.0
848,1987,Norway,0.0,244641035.0,244641035.0
842,1987,Denmark,0.0,149837777.0,149837777.0
851,1987,Switzerland,0.0,87982342.0,87982342.0
849,1987,Saudi Arabia,0.0,72707674.0,72707674.0
850,1987,Sweden,0.0,72374249.0,72374249.0
839,1987,Australia,0.0,18309923.0,18309923.0
843,1987,Finland,0.0,1482877.0,1482877.0
840,1987,Austria,0.0,77374.0,77374.0
838,1986,United States,0.0,1334668057.0,1334668057.0
830,1986,Germany,0.0,539033266.0,539033266.0
827,1986,Canada,0.0,392105553.0,392105553.0
833,1986,Netherlands,0.0,379878579.0,379878579.0
829,1986,France,0.0,296394154.0,296394154.0
837,1986,United Kingdom,0.0,227395004.0,227395004.0
835,1986,Sweden,0.0,198445181.0,198445181.0
828,1986,Denmark,0.0,110720962.0,110720962.0
832,1986,Kuwait,0.0,84167688.0,84167688.0
831,1986,Italy,0.0,48874532.0,48874532.0
836,1986,Switzerland,0.0,35598036.0,35598036.0
825,1986,Australia,0.0,25229662.0,25229662.0
826,1986,Austria,0.0,15801537.0,15801537.0
834,1986,Norway,0.0,9848663.0,9848663.0
824,1985,United States,0.0,2735617446.0,2735617446.0
816,1985,Germany,0.0,1590619838.0,1590619838.0
815,1985,France,0.0,212486003.0,212486003.0
817,1985,Italy,0.0,164182162.0,164182162.0
814,1985,Denmark,0.0,154044569.0,154044569.0
813,1985,Canada,0.0,146523445.0,146523445.0
821,1985,Sweden,0.0,123903610.0,123903610.0
811,1985,Austria,0.0,87348212.0,87348212.0
820,1985,Norway,0.0,85932533.0,85932533.0
818,1985,Netherlands,0.0,75285016.0,75285016.0
822,1985,Switzerland,0.0,52165585.0,52165585.0
810,1985,Australia,0.0,6929573.0,6929573.0
819,1985,New Zealand,0.0,4831732.0,4831732.0
812,1985,Belgium,0.0,4191839.0,4191839.0
823,1985,United Kingdom,0.0,1255318.0,1255318.0
809,1984,United States,0.0,2515278485.0,2515278485.0
802,1984,Germany,0.0,950183614.0,950183614.0
808,1984,United Kingdom,0.0,753538727.0,753538727.0
801,1984,France,0.0,367362828.0,367362828.0
804,1984,Netherlands,0.0,192857428.0,192857428.0
806,1984,Sweden,0.0,133481767.0,133481767.0
807,1984,Switzerland,0.0,116248354.0,116248354.0
805,1984,Norway,0.0,101664449.0,101664449.0
803,1984,Kuwait,0.0,27051193.0,27051193.0
800,1984,Australia,0.0,3698286.0,3698286.0
791,1983,Japan,0.0,1760860027.0,1760860027.0
799,1983,United States,0.0,1091122225.0,1091122225.0
798,1983,United Kingdom,0.0,571679920.0,571679920.0
790,1983,Germany,0.0,494657126.0,494657126.0
794,1983,Netherlands,0.0,305883422.0,305883422.0
797,1983,Switzerland,0.0,190427090.0,190427090.0
789,1983,France,0.0,164059809.0,164059809.0
792,1983,Kuwait,0.0,154970641.0,154970641.0
787,1983,Canada,0.0,148016945.0,148016945.0
796,1983,Sweden,0.0,136226862.0,136226862.0
788,1983,Denmark,0.0,84368125.0,84368125.0
786,1983,Belgium,0.0,46243316.0,46243316.0
785,1983,Austria,0.0,17235616.0,17235616.0
784,1983,Australia,0.0,7388539.0,7388539.0
795,1983,New Zealand,0.0,216892.0,216892.0
793,1983,Liechtenstein,0.0,63282.0,63282.0
783,1982,United States,0.0,3462490652.0,3462490652.0
776,1982,Japan,0.0,1471338041.0,1471338041.0
775,1982,Germany,0.0,853843929.0,853843929.0
782,1982,United Kingdom,0.0,775334730.0,775334730.0
774,1982,France,0.0,446543740.0,446543740.0
777,1982,Kuwait,0.0,181627819.0,181627819.0
779,1982,Netherlands,0.0,163308875.0,163308875.0
780,1982,Sweden,0.0,147903816.0,147903816.0
773,1982,Denmark,0.0,122090821.0,122090821.0
781,1982,Switzerland,0.0,63684924.0,63684924.0
778,1982,Liechtenstein,0.0,734297.0,734297.0
772,1981,United States,0.0,8124423748.0,8124423748.0
768,1981,Germany,0.0,751727169.0,751727169.0
769,1981,Netherlands,0.0,270695825.0,270695825.0
767,1981,Denmark,0.0,215721283.0,215721283.0
771,1981,Switzerland,0.0,18045799.0,18045799.0
770,1981,New Zealand,0.0,752775.0,752775.0
766,1980,United States,0.0,6864224034.0,6864224034.0
762,1980,Germany,0.0,654031054.0,654031054.0
764,1980,Netherlands,0.0,352628199.0,352628199.0
763,1980,Kuwait,0.0,23153412.0,23153412.0
765,1980,Switzerland,0.0,10028652.0,10028652.0
754,1979,Japan,0.0,1014747194.0,1014747194.0
753,1979,Germany,0.0,787807347.0,787807347.0
761,1979,United States,0.0,717779582.0,717779582.0
758,1979,Sweden,0.0,253701905.0,253701905.0
757,1979,Norway,0.0,140327273.0,140327273.0
756,1979,Netherlands,0.0,82256186.0,82256186.0
750,1979,Canada,0.0,80241209.0,80241209.0
759,1979,Switzerland,0.0,67821487.0,67821487.0
755,1979,Kuwait,0.0,59307807.0,59307807.0
751,1979,Denmark,0.0,35943903.0,35943903.0
749,1979,Belgium,0.0,30801519.0,30801519.0
752,1979,France,0.0,25058027.0,25058027.0
747,1979,Australia,0.0,9763598.0,9763598.0
760,1979,United Kingdom,0.0,5012313.0,5012313.0
748,1979,Austria,0.0,2480539.0,2480539.0
739,1978,Japan,0.0,1429326640.0,1429326640.0
745,1978,United Kingdom,0.0,971709388.0,971709388.0
743,1978,Sweden,0.0,472112462.0,472112462.0
746,1978,United States,0.0,438452911.0,438452911.0
738,1978,Germany,0.0,410412482.0,410412482.0
741,1978,Netherlands,0.0,231844808.0,231844808.0
742,1978,Norway,0.0,147255461.0,147255461.0
740,1978,Kuwait,0.0,103885863.0,103885863.0
735,1978,Canada,0.0,100516271.0,100516271.0
737,1978,France,0.0,97437457.0,97437457.0
732,1978,Australia,0.0,47483698.0,47483698.0
744,1978,Switzerland,0.0,35883359.0,35883359.0
734,1978,Belgium,0.0,32189217.0,32189217.0
733,1978,Austria,0.0,27058314.0,27058314.0
736,1978,Denmark,0.0,2086036.0,2086036.0
723,1977,Japan,0.0,1479116934.0,1479116934.0
730,1977,United Kingdom,0.0,860011341.0,860011341.0
722,1977,Germany,0.0,617148856.0,617148856.0
727,1977,Saudi Arabia,0.0,540365522.0,540365522.0
725,1977,Netherlands,0.0,352515092.0,352515092.0
731,1977,United States,0.0,246198361.0,246198361.0
721,1977,France,0.0,168900067.0,168900067.0
728,1977,Sweden,0.0,143468255.0,143468255.0
720,1977,Denmark,0.0,112241594.0,112241594.0
729,1977,Switzerland,0.0,111194695.0,111194695.0
724,1977,Kuwait,0.0,86642765.0,86642765.0
716,1977,Australia,0.0,72648152.0,72648152.0
726,1977,Norway,0.0,60133610.0,60133610.0
719,1977,Canada,0.0,38957778.0,38957778.0
718,1977,Belgium,0.0,35853879.0,35853879.0
717,1977,Austria,0.0,2608725.0,2608725.0
715,1976,United States,0.0,897290248.0,897290248.0
707,1976,Japan,0.0,762168614.0,762168614.0
705,1976,Germany,0.0,639963734.0,639963734.0
709,1976,Netherlands,0.0,426349160.0,426349160.0
708,1976,Kuwait,0.0,206494798.0,206494798.0
704,1976,France,0.0,183658423.0,183658423.0
711,1976,Sweden,0.0,151806434.0,151806434.0
702,1976,Canada,0.0,116287322.0,116287322.0
713,1976,United Arab Emirates,0.0,64911546.0,64911546.0
714,1976,United Kingdom,0.0,51613566.0,51613566.0
712,1976,Switzerland,0.0,43577287.0,43577287.0
701,1976,Belgium,0.0,36126619.0,36126619.0
706,1976,Italy,0.0,35601469.0,35601469.0
703,1976,Denmark,0.0,28849377.0,28849377.0
699,1976,Australia,0.0,27718070.0,27718070.0
700,1976,Austria,0.0,12981849.0,12981849.0
710,1976,Norway,0.0,10419282.0,10419282.0
692,1975,Japan,0.0,1339039677.0,1339039677.0
698,1975,United States,0.0,944272511.0,944272511.0
691,1975,Germany,0.0,833859928.0,833859928.0
697,1975,United Kingdom,0.0,222187891.0,222187891.0
695,1975,Sweden,0.0,201059589.0,201059589.0
690,1975,France,0.0,192416969.0,192416969.0
693,1975,Netherlands,0.0,130708382.0,130708382.0
696,1975,Switzerland,0.0,103204755.0,103204755.0
688,1975,Canada,0.0,93027681.0,93027681.0
686,1975,Australia,0.0,77691781.0,77691781.0
694,1975,Norway,0.0,64575343.0,64575343.0
687,1975,Belgium,0.0,38863307.0,38863307.0
689,1975,Denmark,0.0,10392556.0,10392556.0
679,1974,Japan,0.0,2730202327.0,2730202327.0
684,1974,United Kingdom,0.0,1405378815.0,1405378815.0
685,1974,United States,0.0,871092243.0,871092243.0
678,1974,Germany,0.0,698168091.0,698168091.0
677,1974,France,0.0,367384662.0,367384662.0
680,1974,Netherlands,0.0,323468392.0,323468392.0
681,1974,Norway,0.0,94887523.0,94887523.0
675,1974,Canada,0.0,68502158.0,68502158.0
683,1974,Switzerland,0.0,64549529.0,64549529.0
676,1974,Denmark,0.0,56839286.0,56839286.0
674,1974,Belgium,0.0,43588598.0,43588598.0
682,1974,Sweden,0.0,30299330.0,30299330.0
672,1974,Australia,0.0,26950877.0,26950877.0
673,1974,Austria,0.0,24126329.0,24126329.0
671,1973,United States,0.0,1553264205.0,1553264205.0
665,1973,Japan,0.0,938965880.0,938965880.0
663,1973,Germany,0.0,562232384.0,562232384.0
670,1973,United Kingdom,0.0,442579189.0,442579189.0
661,1973,Canada,0.0,437928427.0,437928427.0
662,1973,France,0.0,247189555.0,247189555.0
668,1973,Sweden,0.0,168369255.0,168369255.0
664,1973,Italy,0.0,166719069.0,166719069.0
666,1973,Netherlands,0.0,162750945.0,162750945.0
659,1973,Australia,0.0,46285863.0,46285863.0
660,1973,Belgium,0.0,39251336.0,39251336.0
667,1973,Norway,0.0,35874848.0,35874848.0
669,1973,Switzerland,0.0,14060941.0,14060941.0
